WKT;WKT_2;ID;CO_FRAC_RA;COMUNA;FRACCION;RADIO;TOTAL_POB;T_VARON;T_MUJER;I_MASCULINIDAD;T_VIVIENDA;V_PARTICUL;V_PARTICUL_POR;V_COLECTIV;V_COLECTIV_POR;T_HOGAR;H_CON_NBI;H_CON_NBI_POR;H_SIN_NBI;H_SIN_NBI_POR
MULTIPOLYGON (((-58.480572329090684 -34.660230380571221,-58.480441732536413 -34.660115818919436,-58.47978603093177 -34.659558150187635,-58.479911127077933 -34.659460101624035,-58.480533537272422 -34.658979716744582,-58.48030014965412 -34.658829394234822,-58.480169221114245 -34.658745114871316,-58.479822466067461 -34.65852058014714,-58.479632808572696 -34.658397856626877,-58.479462586096965 -34.658287595286026,-58.479356548064771 -34.658214790821269,-58.478817836716694 -34.65784443001651,-58.478398069421537 -34.658178226793424,-58.478277405029488 -34.658275005617014,-58.477901179178062 -34.658576892765076,-58.477700155004641 -34.65873818989715,-58.477043047736551 -34.659251100562898,-58.47721660032655 -34.659403901295327,-58.477756865246782 -34.659865327822502,-58.47854067770313 -34.660534684177286,-58.479324758091558 -34.661202204343603,-58.480572329090684 -34.660230380571221)));;3237;8_5_2;COMUNA 8;5;2;776;378;398;94,97%;299;299;100,00%;0;0,00%;263;4;1,52%;259;98,48%
MULTIPOLYGON (((-58.477756865246782 -34.659865327822502,-58.47721660032655 -34.659403901295327,-58.477043047736551 -34.659251100562898,-58.475869846970937 -34.660166752014526,-58.475707930124287 -34.660293181444025,-58.475132013790699 -34.660744944499022,-58.47584659670725 -34.661356717855405,-58.476629726213361 -34.662027354046288,-58.477289433299084 -34.6625921519231,-58.477413805720403 -34.662696999073781,-58.47756737327299 -34.662578315143186,-58.478013244637957 -34.66223141922805,-58.478154878825137 -34.662117031942394,-58.478280576713374 -34.662015534214447,-58.479324758091558 -34.661202204343603,-58.47854067770313 -34.660534684177286,-58.477756865246782 -34.659865327822502)));;3238;8_5_3;COMUNA 8;5;3;821;389;432;90,05%;290;290;100,00%;0;0,00%;270;27;10,00%;243;90,00%
MULTIPOLYGON (((-58.481679206367595 -34.663208395868459,-58.481094057236284 -34.662708471554772,-58.480895002552643 -34.662538989625872,-58.480110129763901 -34.661870846000497,-58.479324758091558 -34.661202204343603,-58.478280576713374 -34.662015534214447,-58.478154878825137 -34.662117031942394,-58.478013244637957 -34.66223141922805,-58.47756737327299 -34.662578315143186,-58.477413805720403 -34.662696999073781,-58.478084262838564 -34.663262072986541,-58.478199176116476 -34.663365441602913,-58.478342050897382 -34.663494018496429,-58.478976548215044 -34.664039302751988,-58.479722905548215 -34.663453057731132,-58.480507619792718 -34.664121696668431,-58.481679206367595 -34.663208395868459)));;3239;8_5_4;COMUNA 8;5;4;872;398;474;83,97%;327;327;100,00%;0;0,00%;291;10;3,44%;281;96,56%
MULTIPOLYGON (((-58.478151859736862 -34.664678019344983,-58.477750291327879 -34.664988430285959,-58.477629019164077 -34.665082391456828,-58.477108645100984 -34.665485422943767,-58.476623037641971 -34.665861546069259,-58.476876735795479 -34.666078424208081,-58.477131968726596 -34.666290724038937,-58.477005323339121 -34.666380318888621,-58.476923676975282 -34.666438076504747,-58.476823283048105 -34.66652252711166,-58.476610390450524 -34.666688119505928,-58.476388974338249 -34.666859768985155,-58.475634807806379 -34.667455149283626,-58.475568331308175 -34.667510509940264,-58.475439721575867 -34.667597849770878,-58.475549360335876 -34.667749814234099,-58.475583815836565 -34.667951719805536,-58.475584680728488 -34.667956787967462,-58.475837717237766 -34.667738726862126,-58.476897337773224 -34.666930628277917,-58.477767736500951 -34.666246490979447,-58.477898214409763 -34.666145556518536,-58.478410236998229 -34.665749424380152,-58.478930862152851 -34.665346598595818,-58.47963428191165 -34.664802473792818,-58.47975495473316 -34.664708369858239,-58.480507619792718 -34.664121696668431,-58.479722905548215 -34.663453057731132,-58.478976548215044 -34.664039302751988,-58.478873345876742 -34.664120304654318,-58.478151859736862 -34.664678019344983)));;3240;8_5_5;COMUNA 8;5;5;617;292;325;89,85%;194;194;100,00%;0;0,00%;201;5;2,49%;196;97,51%
MULTIPOLYGON (((-58.475522468723447 -34.664159154892872,-58.475045895513198 -34.664527524174012,-58.475397021056601 -34.664826721760278,-58.475602975028352 -34.665002620500751,-58.475836123467339 -34.665201685615536,-58.475895284524498 -34.665252173579873,-58.476361584978953 -34.665648259912068,-58.476623037641971 -34.665861546069259,-58.477108645100984 -34.665485422943767,-58.477629019164077 -34.665082391456828,-58.477750291327879 -34.664988430285959,-58.478151859736862 -34.664678019344983,-58.478873345876742 -34.664120304654318,-58.478976548215044 -34.664039302751988,-58.478342050897382 -34.663494018496429,-58.478199176116476 -34.663365441602913,-58.478084262838564 -34.663262072986541,-58.477413805720403 -34.662696999073781,-58.476585368582178 -34.663337466276296,-58.475522468723447 -34.664159154892872)));;3241;8_5_6;COMUNA 8;5;6;831;389;442;88,01%;318;318;100,00%;0;0,00%;282;5;1,77%;277;98,23%
MULTIPOLYGON (((-58.472975554974909 -34.662452587881383,-58.472527187821072 -34.662783690474534,-58.473300725018007 -34.664534590004983,-58.473305118129062 -34.664544444318878,-58.473756540256609 -34.664215946919498,-58.47376563837107 -34.664237075644245,-58.474264033670536 -34.663856384994666,-58.474473818913374 -34.664036158654909,-58.474971989304692 -34.664472530109109,-58.475045895513198 -34.664527524174012,-58.475522468723447 -34.664159154892872,-58.476585368582178 -34.663337466276296,-58.477413805720403 -34.662696999073781,-58.477289433299084 -34.6625921519231,-58.476629726213361 -34.662027354046288,-58.47584659670725 -34.661356717855405,-58.475132013790699 -34.660744944499022,-58.475089147918801 -34.660778611789013,-58.474442235404439 -34.661286084545118,-58.474319348575477 -34.661402015088377,-58.474969487521115 -34.661956192387599,-58.475020121493962 -34.661999357511718,-58.475315487522785 -34.662252080899705,-58.474242365336444 -34.663104675918177,-58.473948714373066 -34.662927304031619,-58.473837387374239 -34.662828649515504,-58.473211454905758 -34.662273548655563,-58.472975554974909 -34.662452587881383)));;3242;8_5_7;COMUNA 8;5;7;1024;492;532;92,48%;368;368;100,00%;0;0,00%;336;9;2,68%;327;97,32%
MULTIPOLYGON (((-58.475020121493962 -34.661999357511718,-58.474969487521115 -34.661956192387599,-58.474319348575477 -34.661402015088377,-58.474216062021455 -34.661499492430494,-58.474011188001271 -34.661659023155217,-58.473628794170629 -34.661956812905927,-58.473211454905758 -34.662273548655563,-58.473837387374239 -34.662828649515504,-58.473948714373066 -34.662927304031619,-58.474242365336444 -34.663104675918177,-58.475315487522785 -34.662252080899705,-58.475020121493962 -34.661999357511718)));;3243;8_5_8;COMUNA 8;5;8;624;292;332;87,95%;253;253;100,00%;0;0,00%;254;1;0,39%;253;99,61%
MULTIPOLYGON (((-58.47376563837107 -34.664237075644245,-58.473756540256609 -34.664215946919498,-58.473305118129062 -34.664544444318878,-58.473321331605653 -34.664580813213398,-58.473673509803106 -34.665370785366015,-58.474199970955702 -34.665362681602346,-58.474202533611823 -34.66536903840057,-58.474524978538831 -34.665372387927569,-58.474545221579838 -34.665070828333079,-58.474745949560436 -34.665070808665654,-58.474729715231383 -34.665385748549042,-58.475112933138242 -34.665390710272398,-58.475105869717318 -34.665465149665629,-58.47530557622057 -34.665467734886377,-58.475306244214138 -34.66537604214561,-58.475398724323284 -34.665376032548124,-58.475408895501147 -34.665002500037325,-58.475602975028352 -34.665002620500751,-58.475397021056601 -34.664826721760278,-58.475045895513198 -34.664527524174012,-58.474971989304692 -34.664472530109109,-58.474473818913374 -34.664036158654909,-58.474264033670536 -34.663856384994666,-58.47376563837107 -34.664237075644245)));;3244;8_5_9;COMUNA 8;5;9;910;428;482;88,80%;313;313;100,00%;0;0,00%;298;1;0,34%;297;99,66%
MULTIPOLYGON (((-58.471502526848134 -34.664431420368309,-58.471974427236937 -34.664827100584688,-58.472036387107558 -34.66477667192332,-58.472511190327531 -34.665175307645214,-58.472852777674213 -34.664894849383749,-58.472845629448223 -34.66487880730773,-58.473305118129062 -34.664544444318878,-58.473300725018007 -34.664534590004983,-58.472527187821072 -34.662783690474534,-58.472026681961275 -34.663156770848992,-58.471400849041302 -34.663678660238361,-58.471002330980063 -34.664012077598933,-58.471502526848134 -34.664431420368309)));;3245;8_6_1;COMUNA 8;6;1;926;417;509;81,93%;349;349;100,00%;0;0,00%;302;3;0,99%;299;99,01%
MULTIPOLYGON (((-58.469456927131219 -34.672852375187666,-58.469235198038923 -34.672924187273708,-58.470003125513848 -34.673605710921606,-58.470774305117338 -34.67428997599022,-58.471537995153803 -34.674967687179354,-58.471427185967713 -34.675055866472,-58.471031936777251 -34.675376043296097,-58.472156696791352 -34.676412959904518,-58.472693358365312 -34.675997061276739,-58.47329547671108 -34.675530378621588,-58.473425718864476 -34.675429449119584,-58.474128236858888 -34.674885004929621,-58.47252162911996 -34.674181887162597,-58.471525086855571 -34.673745084519425,-58.471527139232343 -34.673743388643828,-58.471491515033144 -34.673727877342827,-58.471301644672359 -34.673645204717438,-58.470412177634671 -34.673263704907569,-58.469456927131219 -34.672852375187666)));;3246;8_6_10;COMUNA 8;6;10;640;293;347;84,44%;241;241;100,00%;0;0,00%;219;18;8,22%;201;91,78%
MULTIPOLYGON (((-58.470902538116668 -34.676279314900817,-58.471552860866595 -34.676880904631219,-58.472156696791352 -34.676412959904518,-58.471031936777237 -34.675376043296083,-58.471427185967691 -34.675055866471979,-58.471537995153803 -34.67496768717934,-58.470774305117338 -34.674289975990199,-58.470003125513834 -34.673605710921592,-58.469531248955278 -34.673992579411241,-58.469054935641303 -34.67438388301705,-58.46894702294864 -34.674472552883408,-58.469698937300883 -34.675166332932896,-58.4698274119012 -34.675284849697,-58.470442339004137 -34.675853629764546,-58.470902538116668 -34.676279314900817)));;3247;8_6_11;COMUNA 8;6;11;651;338;313;107,99%;165;165;100,00%;0;0,00%;203;28;13,79%;175;86,21%
MULTIPOLYGON (((-58.470584290510395 -34.66433901584962,-58.470162162598868 -34.664666881220086,-58.470162411473858 -34.664668910713154,-58.470671131742513 -34.665100791884214,-58.470862244179798 -34.665263107670675,-58.471145930724241 -34.665503869644624,-58.471615704947823 -34.665902720428072,-58.472030423618932 -34.66556310257274,-58.472401063917459 -34.665881744396955,-58.472597362079192 -34.665885742814275,-58.472980883445466 -34.665569646029397,-58.472511190327531 -34.665175307645214,-58.472036387107558 -34.66477667192332,-58.471974427236937 -34.664827100584688,-58.471502526848134 -34.664431420368309,-58.471002330980063 -34.664012077598933,-58.470939603815417 -34.664061167727588,-58.470584290510395 -34.66433901584962)));;3248;8_6_2;COMUNA 8;6;2;1197;531;666;79,73%;441;441;100,00%;0;0,00%;397;5;1,26%;392;98,74%
MULTIPOLYGON (((-58.472597362079192 -34.665885742814275,-58.472401063917459 -34.665881744396955,-58.472030423618932 -34.66556310257274,-58.471615704947823 -34.665902720428072,-58.472088722946658 -34.666304245254949,-58.472431746972205 -34.666595493953338,-58.472558420961391 -34.666703021934104,-58.473029998881195 -34.667103345956022,-58.473221461501346 -34.667265939658257,-58.473496125547456 -34.667499020595905,-58.474012978948181 -34.667937858918869,-58.474409381819612 -34.668274309503076,-58.475260333311596 -34.668968961922552,-58.475010652047388 -34.668400944264803,-58.47483938309945 -34.668011307547822,-58.474056183653694 -34.666229479554325,-58.474045729813035 -34.666205695855638,-58.473673509803106 -34.665370785366015,-58.473321331605653 -34.664580813213398,-58.473305118129062 -34.664544444318878,-58.472845629448223 -34.66487880730773,-58.472852777674213 -34.664894849383749,-58.472511190327531 -34.665175307645214,-58.472980883445466 -34.665569646029397,-58.472597362079192 -34.665885742814275)));;3249;8_6_3;COMUNA 8;6;3;1219;568;651;87,25%;435;435;100,00%;0;0,00%;402;5;1,24%;397;98,76%
MULTIPOLYGON (((-58.473073725988812 -34.671210706625708,-58.4738115803152 -34.671904110753111,-58.474610733126298 -34.672575250251484,-58.476073430716383 -34.672709327462584,-58.476171205466457 -34.672718260595339,-58.476364691174986 -34.672626335225104,-58.476363870333046 -34.672818664338479,-58.476388605756405 -34.672910002001011,-58.476399352928624 -34.672949931424064,-58.476558441691949 -34.673103297765884,-58.476689892874639 -34.673141452770693,-58.476697921138616 -34.67314761314487,-58.476777619392074 -34.673208768387688,-58.476778035435558 -34.673211859664548,-58.477103124940825 -34.673073590599358,-58.477101092936394 -34.673068938190411,-58.476773720143967 -34.67233113867028,-58.476672669940498 -34.672103399154523,-58.475402987355572 -34.669293392518966,-58.475260333311596 -34.668968961922552,-58.474409381819612 -34.668274309503076,-58.474611378758709 -34.668748668985025,-58.473508757722207 -34.669599146792059,-58.472327955739857 -34.670509833589158,-58.473073725988812 -34.671210706625708)));;3250;8_6_4;COMUNA 8;6;4;742;336;406;82,76%;225;225;100,00%;0;0,00%;233;9;3,86%;224;96,14%
MULTIPOLYGON (((-58.471589188405986 -34.669815504870108,-58.472327955739857 -34.670509833589158,-58.473508757722207 -34.669599146792059,-58.474611378758709 -34.668748668985025,-58.474409381819612 -34.668274309503076,-58.474012978948181 -34.667937858918869,-58.473496125547456 -34.667499020595905,-58.473221461501346 -34.667265939658257,-58.473029998881195 -34.667103345956022,-58.472558420961391 -34.666703021934104,-58.472431746972205 -34.666595493953338,-58.471271857958264 -34.667496521146361,-58.47009489734846 -34.668410637156327,-58.470236404907212 -34.668544153236731,-58.4708422497092 -34.669113495876474,-58.471589188405986 -34.669815504870108)));;3251;8_6_5;COMUNA 8;6;5;999;484;515;93,98%;352;352;100,00%;0;0,00%;320;14;4,38%;306;95,63%
MULTIPOLYGON (((-58.472088722946658 -34.666304245254949,-58.471615704947823 -34.665902720428072,-58.471145930724241 -34.665503869644624,-58.470862244179798 -34.665263107670675,-58.470671131742513 -34.665100791884214,-58.470162411473858 -34.664668910713154,-58.469734903969282 -34.665003170742089,-58.46913079660947 -34.66547561152597,-58.468892322313195 -34.665662037464266,-58.468644897285081 -34.665849519734344,-58.467940543508831 -34.666378510250929,-58.468609436302685 -34.667008144803496,-58.469352416105082 -34.667707210111473,-58.47009489734846 -34.668410637156327,-58.471271857958264 -34.667496521146361,-58.472431746972205 -34.666595493953338,-58.472088722946658 -34.666304245254949)));;3252;8_6_6;COMUNA 8;6;6;1003;491;512;95,90%;252;252;100,00%;0;0,00%;320;66;20,63%;254;79,38%
MULTIPOLYGON (((-58.462377590340452 -34.670427394233037,-58.462153918365679 -34.670645145744437,-58.46189828013069 -34.67084317779495,-58.461845772106294 -34.670817613374915,-58.461566957166369 -34.67103594833852,-58.461567543489245 -34.671036208495011,-58.461504123533985 -34.671085504979459,-58.461566008181393 -34.671107477987981,-58.461621585060769 -34.671126774781669,-58.461661819219152 -34.671094802447058,-58.461766835604919 -34.671139874920968,-58.461734358457292 -34.671167058491605,-58.461787548665356 -34.671186355190521,-58.461879523458897 -34.671219666591476,-58.461783796656029 -34.671313682499679,-58.461928961779591 -34.671384107915351,-58.462000990414651 -34.671413404904413,-58.462031539344665 -34.671363608997488,-58.462070247098659 -34.671301935243413,-58.46212830815913 -34.67127680910113,-58.462214016849465 -34.671313357005118,-58.462302490442681 -34.671345336416209,-58.462377140097075 -34.671370463064875,-58.462471143428729 -34.671402442367778,-58.462675739162748 -34.671480106084203,-58.462927337025633 -34.671532642950361,-58.463071107364009 -34.671560053245486,-58.463065577758556 -34.671564621703517,-58.463066312799107 -34.671564800310669,-58.463159581523684 -34.671587463591933,-58.463248055711574 -34.671610305432772,-58.463306116931044 -34.671626294702399,-58.463613012068308 -34.67168796674715,-58.463770607049263 -34.671719944553516,-58.463848022081336 -34.671729080731467,-58.464022206292277 -34.671770194937359,-58.464232333349742 -34.671811308447595,-58.464334632134545 -34.67183186510389,-58.464389928709501 -34.671838717011575,-58.464450755178376 -34.671856989917622,-58.464511581524746 -34.671868410131637,-58.464587563515764 -34.671889742988398,-58.464715256299698 -34.671913333119953,-58.465784816223433 -34.672093241856253,-58.465796053459862 -34.672095049790116,-58.4663113356522 -34.672177951193163,-58.46680534554929 -34.672271702453457,-58.466851605154183 -34.672280542343238,-58.467846649065294 -34.672470298151126,-58.467847958012584 -34.672470547994102,-58.469028118220365 -34.672695802615394,-58.468562420596378 -34.672167488189572,-58.468557696063677 -34.67216563732606,-58.46855541810433 -34.672165469365758,-58.468556039198752 -34.672164988239402,-58.468558521788161 -34.672163065119129,-58.46925938945234 -34.671620137354992,-58.470445780640752 -34.67070117000555,-58.471589188405986 -34.669815504870108,-58.4708422497092 -34.669113495876474,-58.470236404907212 -34.668544153236731,-58.47009489734846 -34.668410637156327,-58.469352416105082 -34.667707210111473,-58.468609436302685 -34.667008144803496,-58.467940543508831 -34.666378510250929,-58.467752010079373 -34.666525775771014,-58.465291468303469 -34.668446961630359,-58.465009506383119 -34.668673241034291,-58.464821730350167 -34.668845361780761,-58.46479575177618 -34.668871845218391,-58.463688669515477 -34.669148035911306,-58.463667687344952 -34.669143694323907,-58.463634232355226 -34.66916161638111,-58.46341435824786 -34.669279403959329,-58.463372079825731 -34.669302080867752,-58.463081245038452 -34.669559976398801,-58.463044592226488 -34.669592512595308,-58.462953215882543 -34.669704346815386,-58.462828936841454 -34.6698564637773,-58.462705083545167 -34.670004988962965,-58.462513378492851 -34.670268939565524,-58.462377590340452 -34.670427394233037)));;3253;8_6_7;COMUNA 8;6;7;612;297;315;94,29%;247;246;99,60%;1;0,41%;208;21;10,10%;187;89,90%
MULTIPOLYGON (((-58.471585197920852 -34.672358178622083,-58.471820297662717 -34.672372246139865,-58.472259299011249 -34.672403128817088,-58.473096130251896 -34.672462005545974,-58.474208895139874 -34.672540217500902,-58.474610733126298 -34.672575250251484,-58.4738115803152 -34.671904110753111,-58.473073725988812 -34.671210706625708,-58.472327955739857 -34.670509833589158,-58.471589188405986 -34.669815504870108,-58.470445780640752 -34.67070117000555,-58.46925938945234 -34.671620137354992,-58.468558521788161 -34.672163065119129,-58.468556039198752 -34.672164988239402,-58.46855541810433 -34.672165469365758,-58.468557696063677 -34.67216563732606,-58.468561004115003 -34.672165881237845,-58.469415430564489 -34.672228877409616,-58.46994180353888 -34.67226025655976,-58.470049891190804 -34.672266729135778,-58.471585197920852 -34.672358178622083)));;3254;8_6_8;COMUNA 8;6;8;764;374;390;95,90%;271;271;100,00%;0;0,00%;241;5;2,07%;236;97,93%
MULTIPOLYGON (((-58.476171205466457 -34.672718260595339,-58.476073430716383 -34.672709327462584,-58.474610733126298 -34.672575250251484,-58.474208895139874 -34.672540217500902,-58.473096130251896 -34.672462005545974,-58.472259299011249 -34.672403128817088,-58.471820297662717 -34.672372246139865,-58.471585197920852 -34.672358178622083,-58.470049891190804 -34.672266729135778,-58.46994180353888 -34.67226025655976,-58.469415430564489 -34.672228877409616,-58.468561004115003 -34.672165881237845,-58.468557696063677 -34.67216563732606,-58.468562420596378 -34.672167488189572,-58.469028118220365 -34.672695802615394,-58.469078334409389 -34.672705386989925,-58.4693188927709 -34.672751290871673,-58.469456927131219 -34.672852375187666,-58.470412177634671 -34.673263704907569,-58.471301644672359 -34.673645204717438,-58.471491515033144 -34.673727877342827,-58.471527139232343 -34.673743388643828,-58.471525086855571 -34.673745084519425,-58.47252162911996 -34.674181887162597,-58.474128236858888 -34.674885004929621,-58.47416522918023 -34.674856338737463,-58.474404144397525 -34.674671099936873,-58.474548873838273 -34.674558970353701,-58.475124974940229 -34.674112422452261,-58.475692802228309 -34.673672281297222,-58.476326151279629 -34.673180777367946,-58.476360259998842 -34.6731543073927,-58.476558441691949 -34.673103297765884,-58.476399352928624 -34.672949931424064,-58.476388605756405 -34.672910002001011,-58.476363870333046 -34.672818664338479,-58.476364691174986 -34.672626335225104,-58.476171205466457 -34.672718260595339)));;3255;8_6_9;COMUNA 8;6;9;869;401;468;85,68%;307;307;100,00%;0;0,00%;284;8;2,82%;276;97,18%
MULTIPOLYGON (((-58.46933080477173 -34.676754000230801,-58.46833602942587 -34.677559775200685,-58.469437250567815 -34.678520518493457,-58.470410208102074 -34.677766497933519,-58.471552860866595 -34.676880904631219,-58.470902538116675 -34.67627931490081,-58.470442339004137 -34.675853629764553,-58.4698274119012 -34.675284849697,-58.469698937300883 -34.675166332932896,-58.469566986678721 -34.675273878444457,-58.468582544689014 -34.676059795369717,-58.46933080477173 -34.676754000230801)));;3256;8_7_1;COMUNA 8;7;1;1339;652;687;94,91%;311;311;100,00%;0;0,00%;359;89;24,79%;270;75,21%
MULTIPOLYGON (((-58.467061171552459 -34.674690527950169,-58.466604357277845 -34.674944000748084,-58.46622630688811 -34.675200216120999,-58.466137147379783 -34.67536867374988,-58.466018661400511 -34.675495863434215,-58.466769369432185 -34.676236564091084,-58.466797840559515 -34.676213816070771,-58.467229508663841 -34.675868651022967,-58.467558798095936 -34.675605321659724,-58.467847681155263 -34.675374317892036,-58.467379662833885 -34.674996439605714,-58.467061171552459 -34.674690527950169)));;3257;8_7_10;COMUNA 8;7;10;1035;518;517;100,19%;161;161;100,00%;0;0,00%;285;60;21,05%;225;78,95%
MULTIPOLYGON (((-58.468582544689014 -34.676059795369717,-58.467847679823294 -34.675374317892086,-58.467229508663841 -34.675868651022967,-58.466797840559515 -34.676213816070771,-58.466769369432178 -34.676236564091077,-58.465822908716881 -34.676993372079004,-58.465449110382927 -34.677292261998304,-58.465167715612225 -34.677517273789242,-58.465948098204827 -34.678193399541279,-58.466225827546118 -34.677969794566614,-58.466689815094107 -34.677605686442924,-58.467592119879107 -34.676897748077202,-58.468336029425856 -34.677559775200685,-58.469330804771701 -34.676754000230801,-58.468582544689014 -34.676059795369717)));;3258;8_7_11;COMUNA 8;7;11;1570;759;811;93,59%;324;324;100,00%;0;0,00%;411;92;22,38%;319;77,62%
MULTIPOLYGON (((-58.466689815094107 -34.677605686442945,-58.466225827546118 -34.677969794566621,-58.465948098204855 -34.678193399541279,-58.465167715612225 -34.677517273789256,-58.464738076307853 -34.677860741224947,-58.465270041360938 -34.678445393977405,-58.465445487846893 -34.678598210944088,-58.465920594712962 -34.679012083074326,-58.46622281373854 -34.679271447488759,-58.46651512293775 -34.679034672123997,-58.466703077138327 -34.678882432943567,-58.466998124227572 -34.678643448928,-58.467352657583447 -34.678356315924901,-58.467474812894082 -34.67825736501679,-58.467941267903974 -34.677879519304859,-58.46833602942587 -34.677559775200685,-58.467592119879107 -34.676897748077202,-58.466689815094107 -34.677605686442945)));;3259;8_7_12;COMUNA 8;7;12;1705;819;886;92,44%;322;322;100,00%;0;0,00%;395;46;11,65%;349;88,35%
MULTIPOLYGON (((-58.46833602942587 -34.677559775200685,-58.467941267903974 -34.677879519304859,-58.467474812894082 -34.67825736501679,-58.467352657583447 -34.678356315924901,-58.466998124227572 -34.678643448928,-58.466703077138327 -34.678882432943567,-58.46651512293775 -34.679034672123997,-58.46622281373854 -34.679271447488759,-58.466128187009069 -34.679272929097465,-58.466056322203002 -34.679283001775062,-58.465992982836347 -34.679306173103633,-58.465958884062751 -34.679331315501862,-58.465917539844519 -34.679376599436971,-58.465904157110231 -34.679413783829403,-58.465885831087881 -34.679482236746246,-58.465885833631262 -34.679548646876739,-58.465884300849496 -34.679593366357423,-58.466160265391231 -34.679864844566907,-58.466293943019998 -34.679996252464676,-58.466471952076354 -34.680147095958631,-58.466667865083842 -34.68031300940919,-58.466723704488963 -34.680320754252534,-58.466780736204981 -34.680303920947118,-58.466881074089493 -34.68026694478521,-58.466931284851498 -34.680233280233331,-58.46697603898091 -34.680188488811353,-58.467014056893177 -34.680116725100667,-58.467044828701184 -34.680049257518718,-58.467003135774632 -34.679941016831663,-58.46717960761535 -34.680019815278328,-58.467384208226861 -34.680025230259481,-58.467565788616945 -34.679984306621762,-58.467691187905011 -34.679924370462494,-58.468083401679287 -34.679590401675874,-58.468225675155509 -34.679466166815345,-58.46842813197852 -34.67930812529999,-58.469044874664398 -34.67882681494337,-58.469437250567815 -34.678520518493457,-58.46833602942587 -34.677559775200685)));;3260;8_7_13;COMUNA 8;7;13;1513;742;771;96,24%;254;254;100,00%;0;0,00%;391;78;19,95%;313;80,05%
MULTIPOLYGON (((-58.467324054237089 -34.674476991561114,-58.467061171552459 -34.674690527950155,-58.467379662833885 -34.674996439605707,-58.467847681155263 -34.675374317892036,-58.468582544689014 -34.676059795369717,-58.469566986678721 -34.675273878444443,-58.469698937300883 -34.675166332932896,-58.46894702294864 -34.674472552883408,-58.469054935641303 -34.67438388301705,-58.469531248955278 -34.673992579411241,-58.470003125513834 -34.673605710921592,-58.469235198038923 -34.672924187273708,-58.468775851534424 -34.673297389878897,-58.468189579959216 -34.673773697809814,-58.467708226423163 -34.674165696604362,-58.467324054237089 -34.674476991561114)));;3261;8_7_2;COMUNA 8;7;2;1629;815;814;100,12%;383;383;100,00%;0;0,00%;478;170;35,56%;308;64,44%
MULTIPOLYGON (((-58.464511581524746 -34.671868410131637,-58.464471294708488 -34.671936929084261,-58.464533777634834 -34.671966576834507,-58.46462754529248 -34.672035380030223,-58.464690029131617 -34.672097775047099,-58.464765556759176 -34.672226932143445,-58.464854125795974 -34.672321581004695,-58.464994778103943 -34.672416299255211,-58.465041661934229 -34.672435665073273,-58.465062461741091 -34.672459327269813,-58.465184958962851 -34.672590595911252,-58.465364654939442 -34.672739046742308,-58.46540113880112 -34.672739045939373,-58.465494823473158 -34.672827778564589,-58.465722589654717 -34.672759813589479,-58.465959563752698 -34.672745088785021,-58.466219210391579 -34.672753655746,-58.466872402620652 -34.673384606518731,-58.467020335753247 -34.67353939990943,-58.467142380110275 -34.673650402371052,-58.46743085039828 -34.673921798160208,-58.467708226423149 -34.674165696604362,-58.46818957995923 -34.673773697809821,-58.468775851534424 -34.673297389878904,-58.469235198038923 -34.672924187273708,-58.469456927131219 -34.672852375187666,-58.4693188927709 -34.672751290871673,-58.469078334409389 -34.672705386989925,-58.469028118220365 -34.672695802615394,-58.467847958012584 -34.672470547994102,-58.467846649065294 -34.672470298151126,-58.466851605154183 -34.672280542343238,-58.46680534554929 -34.672271702453457,-58.4663113356522 -34.672177951193163,-58.465796053459862 -34.672095049790116,-58.465784816223433 -34.672093241856253,-58.464715256299698 -34.671913333119953,-58.464587563515764 -34.671889742988398,-58.464511581524746 -34.671868410131637)));;3262;8_7_3;COMUNA 8;7;3;1663;798;865;92,25%;363;363;100,00%;0;0,00%;493;95;19,27%;398;80,73%
